#/**
#  *
#  * Bulgarian message catalog
#  *
#  * GForge: Breaking Down the Barriers to Open Source Development
#  * Copyright 1999-2001 (c) VA Linux Systems
#  * http://sourceforge.net
#  *
#  * @version   $Id$
#  * @author Delyan Toshev
#  *
#  */
#
# ChangeLog:
#
# 2000-10-14  Delyan Toshev
#	* Initial translation
#
#reporting       feature_req     Feature Reqs

tracker_reporting	dist_by_category	Distribution by Category
tracker_reporting	dist_by_group	Distribution by Group
tracker_reporting	dist_by_resolution	Distribution by Resolution
tracker_reporting	dist_by_technician	Distribution by Technician
tracker_reporting	items_open	Number of Items Still Open
tracker_reporting	items_submitted	Number of Items Submitted
tracker_reporting	open_by_group	Open By Artifact Group
tracker_reporting	open_items_by_category	Open Items By Category
tracker_reporting	open_items_by_resolution	Open Items By Resolution
tracker_reporting	open_items_by_technician	Open Items By Technician
tracker_reporting	title	Artifact Reporting System
tracker_taskmgr	add_relation_to_task	Add Relation To Existing Task.
tracker_taskmgr	add_relationship	Add Relationship To Selected Task
tracker_taskmgr	build_relationships	Build Relationship Between Tracker Items and Task Manager
tracker_taskmgr	create_task	Create New Task
tracker_taskmgr	task	Task
tracker_taskmgr	task_manager_project	Task Manager Project
tracker_taskmgr	tracker_item	Tracker Item
tracker_utils	monitor		Monitor
tracker_utils	stop_monitoring		Stop Monitoring
trove	not_categorized	Този проект още не е категоризиран в
trove	title	Trove Software Map
trove_list	browse_by	Browse By:
trove_list	invalid_category_text	That Trove category does not exist
trove_list	invalid_category_title	Invalid Trove Category
trove_list	limiting_view	Now limiting view to projects in the following categories
trove_list	more_than	More than <strong>$1</strong> projects in result set.
trove_list	number_of_projects	<strong>$1</strong> projects in result set.
trove_list	projects	$1 projects
trove_list	remove_filter	Remove This Filter
trove_list	title	Software Map
users	no_user_name	No User Name Provided
users	optout	You opted-out from peer rating system, otherwise you would have a chance to rate the user. Refer to <a href="/account/">your account maintenance page</a> for more information.
users	peerinfo1	Ако познавате този потребител, можете да го оцените съгласно критериите по-долу. Вашата оценка ще бъде видима от всеки.  <P> Системата за оценяване на $1 е базирана на идеите заложени в <A HREF="http://www.advogato.com">Advogato</A>.<br /><br />
users	peerinfo2	The Peer rating box shows all rating averages (and response levels) for each individual criteria. Due to the math and processing required to do otherwise, these numbers incoporate responses from both "trusted" and "non-trusted" users.  <ul> <li> The "Sitewide Rank" field shows the user's rank compared to all ranked $1 users.  <li>The "Aggregate Score" shows an average, weighted overall score, based on trusted-responses only.  <li>The "Personal Importance" field shows the weight that users ratings of other developers will be given (between 1 and 1.5) -- higher rated user's responses are given more weight.  </ul> <p> <i> Ако желаете да не участвате в системата за взаимно оценяване на уменията, Вашите оценки за другите потребители ще бъдат необратимо изтрити и панела 'Peer Rating' няма да се визуализира повече на личната Ви страница. Деактивирането можете да извършите от <a href="/account/">страницата за управление на Вашия акаунт</a>.</i></p>
users	title	User Summary
users	user_not_exist_text	Invalid User
users	user_not_exist_title	That user does not exist.

user_home	contact	Контакт					
user_home	diary_notes	Дневник и Бележки
user_home	diary_notes_entries	Брой записи в дневника: 
user_home	diary_notes_monitor	Активиране на следенето на този дневник за промени
user_home	diary_notes_view	Преглед на дневника
user_home	email	Ел. пощенски адрес
user_home	jabber_address	Jabber address
user_home	login_name	Входно Име
user_home	member_of	Този потребител участвува в следните проекти:
user_home	message		Съобщение
user_home	name		Вашето Име
user_home	no_projects	Този разработчик не е член на никой проект. 
user_home	peer_rating	Оценка на уменията на потребителя
user_home	peer_rating_disabled	Потребителят избра да не участва в***
user_home	personal_information	Лична Информация
user_home	project_info	Проекти на потребителя
user_home	real_name	Истинско Име
user_home	send		Изпрати Съобщение
user_home	send_a_message	Изпращане на съобщение до
user_home	send_message_if_logged	Можете да изпращате съобщение ако сте влезли
user_home	site_member_since	Член на сайта от
user_home	skills_profile	Профил на Уменията
user_home	subject	Тема
user_home	title	Профил на Разработчик
user_home	user_id	Потребителско ID
search	artifact_author	Изпратено от
search	artifact_date	Дата
search	artifact_id	#
search	artifact_summary	Резюме на Грешките
search	error_criteria_not_specified	Въведете Горе Думите за Търсене
search	error_invalid_search	Грешка - Невалидно търсене
search	error_search_minlength	Търсеното трябва да бъде минимум три символа
search	forum_author	Автор
search	forum_date	Дата
search	forum_thread	Нишка
search	group_name	Име на група
search	group_description	Описание
search	next_results	Следващи Резултати
search	no_matches_found	Няма открити резултати за <em>$1</em>
search	people_real_name	Истинско Име
search	people_user_name	Потребителско Име
search	previous_results	Предишни Резултати
search	project_search		Търсене на Проект
search	search_results		Резултати от търсенето за <em>$1</em>
search	skill_from		От
search	skill_keywords		Ключови Думи
search	skill_name		Име
search	skill_title		Заглавие
search	skill_to		До
search	skill_type		Тип
search	title	Търсене
searchbox	forum	Този форум
searchbox	people	Хора
searchbox	search	Търси
searchbox	skill	Умение
searchbox	softwaregroup	Софтуер/Група
searchbox	task	Задачи
sendmessage	about_blurb	В опит да намалим спама, използваме тази форма за пращане на поща.<p />Попълнете я правилно и изцяло или получателя няма да може да отговори.<p /><font color="red"><b>АКО ПИШЕТЕ ЗА ПОМОЩ:</b> Прочетохте ли документацията на сайта? Включихте ли вашите <b>user_id</b> и <b>user_name?</b> Ако пишете относно проект, включете вашето <b>project id</b> (<b>group_id</b>) и <b>Име на Проекта</b>.</font>
sendmessage	contact		Контакт
sendmessage	email	Вашият Email Адрес
sendmessage	email_only_to		Можете да изпращате само на адреси
sendmessage	error_user_not_exist	Грешка - Този потребител не съществува
sendmessage	error_variables	Грешка - някои променливи не са доставени
sendmessage	message	Съобщение
sendmessage	message_sent	Съобщението е изпратено
sendmessage	name	Вашето Име
sendmessage	send	Изпращане на Съобщение
sendmessage	subject	Тема 
sendmessage	title	Изпрати Съобщение на $1 
general	add	Добавяне
general	browse	Преглед
general	cancel	Отказ
general	confirm	Потвърди
general	create_successful	Създадено успешно
general	delete	Изтрий
general	deleted	Изтрито 
general	done	Готово
general	edit	Редактирне
general	error	Грешка
general	error_creating	Грешка при създаването на $1
general	error_getting	Грешка при получаването на $1
general	error_getting_new	Грешка при получаването на нов(о) $1
general	error_group_id	Group_id in db result does not match Group Object
general	error_missing_params	Липсващи Параметри
general	error_no_valid_group_object	$1:: No Valid Group Object	
general	error_on_update	Грешка при Обновяване:
general	footer	Това е $1. За подробности, включително за авторското право, виж <a href="/about.php">тази страница</a>.
general	go	Давай
general	invalid_email	Невалиден Email Адрес
general	language	Език
general	more	Още
general	no	Не
general	no_valid_filename	Няма валино име на файл (???)
general	no_valid_group	No Valid $1 Group was selected
general	no_valid_group_object	$1 No valid group object
general	open	Отворени
general	permdenied	Разрешението е отказано.
general	permexcuse	Администраторът на проекта трябва да ви даде разрешение за да видите тази старница.
general	permnotget	Разрешение не беше получено
general	remove	Премахни
general	reset	Отначало	
general	return	Обратно
general	return_to	[Обратно към $1]
general	sitename	$1
general	submit	Изпрати
general	submit_edit	Submit Edit		
general	submitted_successfully	$1 Изпратено Успешно
general	total	Общо
general	turned_off	Този Проект е Изключил $1 
general	update	Обн½½овяване
general	update_successful	Обновено успешно
general	yes	Да
global	error	ГРЕШКА
group	activity	Процент на активност:&nbsp;     
group	activitystat	<a href="/project/stats/?group_id=$1">Статистики</a> за активността на проекта.
group	long_tracker	Тракер	
group	nodescription	Този проект все още не е предоставил описан½ие.
